# these are fake student requests for testing
  1, 9, 101, 102, 103, 104, 111, 112, 113
  2, 9, 101, 102, 103, 104, 501, 502, 503
  3, 9, 101, 102, 103, 104, 504, 505, 506
  4, 9, 101, 102, 103, 104, 507, 111, 112
  5, 9, 101, 102, 103, 104, 113, 501, 502
  6, 9, 101, 102, 103, 104, 503, 504, 505
  7, 9, 101, 102, 103, 104, 506, 507, 111
  8, 9, 101, 102, 103, 104, 112, 113, 501
  9, 9, 101, 102, 103, 104, 502, 503, 504
 10, 9, 101, 102, 103, 104, 505, 506, 507
 11, 9, 101, 102, 103, 104, 111, 112, 113
 12, 9, 101, 102, 103, 104, 501, 502, 503
 13, 9, 101, 102, 103, 104, 504, 505, 506
 14, 9, 101, 102, 103, 104, 507, 111, 112
 15, 9, 101, 102, 103, 104, 113, 501, 502
 16, 9, 101, 102, 103, 104, 503, 504, 505
 17, 9, 101, 102, 103, 104, 506, 507, 111
 18, 9, 101, 102, 103, 104, 112, 113, 501
 19, 9, 101, 102, 103, 104, 502, 503, 504
 20, 9, 101, 102, 103, 104, 505, 506, 507
 21, 9, 101, 102, 103, 104, 111, 112, 113
 22, 9, 101, 102, 103, 104, 501, 502, 503
 23, 9, 101, 102, 103, 104, 504, 505, 506
 24, 9, 101, 102, 103, 104, 507, 111, 112
 25, 9, 101, 102, 103, 104, 113, 501, 502
 26, 9, 101, 102, 103, 104, 503, 504, 505
 27, 9, 101, 102, 103, 104, 506, 507, 111
 28, 9, 101, 102, 103, 104, 112, 113, 501
 29, 9, 101, 102, 103, 104, 502, 503, 504
 30, 9, 101, 102, 103, 104, 505, 506, 507
 31, 9, 101, 102, 103, 104, 111, 112, 113
 32, 9, 101, 102, 103, 104, 501, 502, 503
 33, 9, 101, 102, 103, 104, 504, 505, 506
 34, 9, 101, 102, 103, 104, 507, 111, 112
 35, 9, 101, 102, 103, 104, 113, 501, 502
 36, 9, 101, 102, 103, 104, 503, 504, 505
 37, 9, 101, 102, 103, 104, 506, 507, 111
 38, 9, 101, 102, 103, 104, 112, 113, 501
 39, 9, 101, 102, 103, 104, 502, 503, 504
 40, 9, 101, 102, 103, 104, 505, 506, 507
 41, 9, 101, 102, 103, 104, 111, 112, 113
 42, 9, 101, 102, 103, 104, 501, 502, 503
 43, 9, 101, 102, 103, 104, 504, 505, 506
 44, 9, 101, 102, 103, 104, 507, 111, 112
 45, 9, 101, 102, 103, 104, 113, 501, 502
 46, 9, 101, 102, 103, 104, 503, 504, 505
 47, 9, 101, 102, 103, 104, 506, 507, 111
 48, 9, 101, 102, 103, 104, 112, 113, 501
 49, 9, 101, 102, 103, 104, 502, 503, 504
 50, 9, 101, 102, 103, 104, 505, 506, 507
 51, 9, 101, 102, 103, 104, 111, 112, 113
 52, 9, 101, 102, 103, 104, 501, 502, 503
 53, 9, 101, 102, 103, 104, 504, 505, 506
 54, 9, 101, 102, 103, 104, 507, 111, 112
 55, 9, 101, 102, 103, 104, 113, 501, 502
 56, 9, 101, 102, 103, 104, 503, 504, 505
 57, 9, 101, 102, 103, 104, 506, 507, 111
 58, 9, 101, 102, 103, 104, 112, 113, 501
 59, 9, 101, 102, 103, 104, 502, 503, 504
 60, 9, 101, 102, 103, 104, 505, 506, 507
 61, 9, 101, 102, 103, 104, 111, 112, 113
 62, 9, 101, 102, 103, 104, 501, 502, 503
 63, 9, 101, 102, 103, 104, 504, 505, 506
 64, 9, 101, 102, 103, 104, 507, 111, 112
 65, 9, 101, 102, 103, 104, 113, 501, 502
 66, 9, 101, 102, 103, 104, 503, 504, 505
 67, 9, 101, 102, 103, 104, 506, 507, 111
 68, 9, 101, 102, 103, 104, 112, 113, 501
 69, 9, 101, 102, 103, 104, 502, 503, 504
 70, 9, 101, 102, 103, 104, 505, 506, 507
 71, 9, 101, 102, 103, 104, 111, 112, 113
 72, 9, 101, 102, 103, 104, 501, 502, 503
 73, 9, 101, 102, 103, 104, 504, 505, 506
 74, 9, 101, 102, 103, 104, 507, 111, 112
 75, 9, 101, 102, 103, 104, 113, 501, 502
 76, 9, 101, 102, 103, 104, 503, 504, 505
 77, 9, 101, 102, 103, 104, 506, 507, 111
 78, 9, 101, 102, 103, 104, 112, 113, 501
 79, 9, 101, 102, 103, 104, 502, 503, 504
 80, 9, 101, 102, 103, 104, 505, 506, 507
 81, 9, 101, 102, 103, 104, 111, 112, 113
 82, 9, 101, 102, 103, 104, 501, 502, 503
 83, 9, 101, 102, 103, 104, 504, 505, 506
 84, 9, 101, 102, 103, 104, 507, 111, 112
 85, 9, 101, 102, 103, 104, 113, 501, 502
 86, 9, 101, 102, 103, 104, 503, 504, 505
 87, 9, 101, 102, 103, 104, 506, 507, 111
 88, 9, 101, 102, 103, 104, 112, 113, 501
 89, 9, 101, 102, 103, 104, 502, 503, 504
 90, 9, 101, 102, 103, 104, 505, 506, 507
 91, 9, 101, 102, 103, 104, 111, 112, 113
 92, 9, 101, 102, 103, 104, 501, 502, 503
 93, 9, 101, 102, 103, 104, 504, 505, 506
 94, 9, 101, 102, 103, 104, 507, 111, 112
 95, 9, 101, 102, 103, 104, 113, 501, 502
 96, 9, 101, 102, 103, 104, 503, 504, 505
 97, 9, 101, 102, 103, 104, 506, 507, 111
 98, 9, 101, 102, 103, 104, 112, 113, 501
 99, 9, 101, 102, 103, 104, 502, 503, 504
100, 9, 101, 102, 103, 104, 505, 506, 507
101, 9, 101, 102, 103, 104, 111, 112, 113
102, 9, 101, 102, 103, 104, 501, 502, 503
103, 9, 101, 102, 103, 104, 504, 505, 506
104, 9, 101, 102, 103, 104, 507, 111, 112
105, 9, 101, 102, 103, 104, 113, 501, 502
106, 9, 101, 102, 103, 104, 503, 504, 505
107, 9, 101, 102, 103, 104, 506, 507, 111
108, 9, 101, 102, 103, 104, 112, 113, 501
109, 9, 101, 102, 103, 104, 502, 503, 504
110, 9, 101, 102, 103, 104, 505, 506, 507
111, 9, 101, 102, 103, 104, 111, 112, 113
112, 9, 101, 102, 103, 104, 501, 502, 503
113, 9, 101, 102, 103, 104, 504, 505, 506
114, 9, 101, 102, 103, 104, 507, 111, 112
115, 9, 101, 102, 103, 104, 113, 501, 502
116, 9, 101, 102, 103, 104, 503, 504, 505
117, 9, 101, 102, 103, 104, 506, 507, 111
118, 9, 101, 102, 103, 104, 112, 113, 501
119, 9, 101, 102, 103, 104, 502, 503, 504
120, 9, 101, 102, 103, 104, 505, 506, 507
121, 9, 101, 102, 103, 104, 111, 112, 113
122, 9, 101, 102, 103, 104, 501, 502, 503
123, 9, 101, 102, 103, 104, 504, 505, 506
124, 9, 101, 102, 103, 104, 507, 111, 112
125, 9, 101, 102, 103, 104, 113, 501, 502
126,10, 201, 202, 203, 204, 503, 504, 505
127,10, 201, 202, 203, 204, 506, 507, 211
128,10, 201, 202, 203, 204, 212, 213, 501
129,10, 201, 202, 203, 204, 502, 503, 504
130,10, 201, 202, 203, 204, 505, 506, 507
131,10, 201, 202, 203, 204, 211, 212, 213
132,10, 201, 202, 203, 204, 501, 502, 503
133,10, 201, 202, 203, 204, 504, 505, 506
134,10, 201, 202, 203, 204, 507, 211, 212
135,10, 201, 202, 203, 204, 213, 501, 502
136,10, 201, 202, 203, 204, 503, 504, 505
137,10, 201, 202, 203, 204, 506, 507, 211
138,10, 201, 202, 203, 204, 212, 213, 501
139,10, 201, 202, 203, 204, 502, 503, 504
140,10, 201, 202, 203, 204, 505, 506, 507
141,10, 201, 202, 203, 204, 211, 212, 213
142,10, 201, 202, 203, 204, 501, 502, 503
143,10, 201, 202, 203, 204, 504, 505, 506
144,10, 201, 202, 203, 204, 507, 211, 212
145,10, 201, 202, 203, 204, 213, 501, 502
146,10, 201, 202, 203, 204, 503, 504, 505
147,10, 201, 202, 203, 204, 506, 507, 211
148,10, 201, 202, 203, 204, 212, 213, 501
149,10, 201, 202, 203, 204, 502, 503, 504
150,10, 201, 202, 203, 204, 505, 506, 507
151,10, 201, 202, 203, 204, 211, 212, 213
152,10, 201, 202, 203, 204, 501, 502, 503
153,10, 201, 202, 203, 204, 504, 505, 506
154,10, 201, 202, 203, 204, 507, 211, 212
155,10, 201, 202, 203, 204, 213, 501, 502
156,10, 201, 202, 203, 204, 503, 504, 505
157,10, 201, 202, 203, 204, 506, 507, 211
158,10, 201, 202, 203, 204, 212, 213, 501
159,10, 201, 202, 203, 204, 502, 503, 504
160,10, 201, 202, 203, 204, 505, 506, 507
161,10, 201, 202, 203, 204, 211, 212, 213
162,10, 201, 202, 203, 204, 501, 502, 503
163,10, 201, 202, 203, 204, 504, 505, 506
164,10, 201, 202, 203, 204, 507, 211, 212
165,10, 201, 202, 203, 204, 213, 501, 502
166,10, 201, 202, 203, 204, 503, 504, 505
167,10, 201, 202, 203, 204, 506, 507, 211
168,10, 201, 202, 203, 204, 212, 213, 501
169,10, 201, 202, 203, 204, 502, 503, 504
170,10, 201, 202, 203, 204, 505, 506, 507
171,10, 201, 202, 203, 204, 211, 212, 213
172,10, 201, 202, 203, 204, 501, 502, 503
173,10, 201, 202, 203, 204, 504, 505, 506
174,10, 201, 202, 203, 204, 507, 211, 212
175,10, 201, 202, 203, 204, 213, 501, 502
176,10, 201, 202, 203, 204, 503, 504, 505
177,10, 201, 202, 203, 204, 506, 507, 211
178,10, 201, 202, 203, 204, 212, 213, 501
179,10, 201, 202, 203, 204, 502, 503, 504
180,10, 201, 202, 203, 204, 505, 506, 507
181,10, 201, 202, 203, 204, 211, 212, 213
182,10, 201, 202, 203, 204, 501, 502, 503
183,10, 201, 202, 203, 204, 504, 505, 506
184,10, 201, 202, 203, 204, 507, 211, 212
185,10, 201, 202, 203, 204, 213, 501, 502
186,10, 201, 202, 203, 204, 503, 504, 505
187,10, 201, 202, 203, 204, 506, 507, 211
188,10, 201, 202, 203, 204, 212, 213, 501
189,10, 201, 202, 203, 204, 502, 503, 504
190,10, 201, 202, 203, 204, 505, 506, 507
191,10, 201, 202, 203, 204, 211, 212, 213
192,10, 201, 202, 203, 204, 501, 502, 503
193,10, 201, 202, 203, 204, 504, 505, 506
194,10, 201, 202, 203, 204, 507, 211, 212
195,10, 201, 202, 203, 204, 213, 501, 502
196,10, 201, 202, 203, 204, 503, 504, 505
197,10, 201, 202, 203, 204, 506, 507, 211
198,10, 201, 202, 203, 204, 212, 213, 501
199,10, 201, 202, 203, 204, 502, 503, 504
200,10, 201, 202, 203, 204, 505, 506, 507
201,10, 201, 202, 203, 204, 211, 212, 213
202,10, 201, 202, 203, 204, 501, 502, 503
203,10, 201, 202, 203, 204, 504, 505, 506
204,10, 201, 202, 203, 204, 507, 211, 212
205,10, 201, 202, 203, 204, 213, 501, 502
206,10, 201, 202, 203, 204, 503, 504, 505
207,10, 201, 202, 203, 204, 506, 507, 211
208,10, 201, 202, 203, 204, 212, 213, 501
209,10, 201, 202, 203, 204, 502, 503, 504
210,10, 201, 202, 203, 204, 505, 506, 507
211,10, 201, 202, 203, 204, 211, 212, 213
212,10, 201, 202, 203, 204, 501, 502, 503
213,10, 201, 202, 203, 204, 504, 505, 506
214,10, 201, 202, 203, 204, 507, 211, 212
215,10, 201, 202, 203, 204, 213, 501, 502
216,10, 201, 202, 203, 204, 503, 504, 505
217,10, 201, 202, 203, 204, 506, 507, 211
218,10, 201, 202, 203, 204, 212, 213, 501
219,10, 201, 202, 203, 204, 502, 503, 504
220,10, 201, 202, 203, 204, 505, 506, 507
221,10, 201, 202, 203, 204, 211, 212, 213
222,10, 201, 202, 203, 204, 501, 502, 503
223,10, 201, 202, 203, 204, 504, 505, 506
224,10, 201, 202, 203, 204, 507, 211, 212
225,10, 201, 202, 203, 204, 213, 501, 502
226,10, 201, 202, 203, 204, 503, 504, 505
227,10, 201, 202, 203, 204, 506, 507, 211
228,10, 201, 202, 203, 204, 212, 213, 501
229,10, 201, 202, 203, 204, 502, 503, 504
230,10, 201, 202, 203, 204, 505, 506, 507
231,10, 201, 202, 203, 204, 211, 212, 213
232,10, 201, 202, 203, 204, 501, 502, 503
233,10, 201, 202, 203, 204, 504, 505, 506
234,10, 201, 202, 203, 204, 507, 211, 212
235,10, 201, 202, 203, 204, 213, 501, 502
236,10, 201, 202, 203, 204, 503, 504, 505
237,10, 201, 202, 203, 204, 506, 507, 211
238,10, 201, 202, 203, 204, 212, 213, 501
239,10, 201, 202, 203, 204, 502, 503, 504
240,10, 201, 202, 203, 204, 505, 506, 507
241,10, 201, 202, 203, 204, 211, 212, 213
242,10, 201, 202, 203, 204, 501, 502, 503
243,10, 201, 202, 203, 204, 504, 505, 506
244,10, 201, 202, 203, 204, 507, 211, 212
245,10, 201, 202, 203, 204, 213, 501, 502
246,10, 201, 202, 203, 204, 503, 504, 505
247,10, 201, 202, 203, 204, 506, 507, 211
